station,split,year,s2,s1
ISMN_SNOTEL_BrownDuck,train,2019,46,37
ISMN_SNOTEL_BrownDuck,train,2020,25,42
ISMN_SNOTEL_BrownTop,train,2021,8,28
ISMN_SNOTEL_BrownTop,train,2022,48,71
ISMN_SNOTEL_BrownTop,train,2023,54,83
ISMN_SNOTEL_BrownTop,train,2024,39,74
ISMN_SNOTEL_BrownTop,train,2025,42,77
ISMN_SNOTEL_BuckFlat,train,2016,7,11
ISMN_SNOTEL_BuckFlat,train,2017,12,103
ISMN_SNOTEL_BuckFlat,train,2018,36,77
ISMN_SNOTEL_BuckFlat,train,2019,40,95
ISMN_SNOTEL_BuckFlat,train,2020,41,120
ISMN_SNOTEL_BuckFlat,train,2021,38,114
ISMN_SNOTEL_BuckFlat,train,2022,36,59
ISMN_SNOTEL_BuckFlat,train,2023,39,57
ISMN_SNOTEL_BuckFlat,train,2024,37,54
ISMN_SNOTEL_BuckFlat,train,2025,48,100
ISMN_SNOTEL_BuckPasture,train,2016,3,5
ISMN_SNOTEL_BuckPasture,train,2017,12,79
ISMN_SNOTEL_BuckPasture,train,2018,31,35
ISMN_SNOTEL_BuckPasture,train,2019,29,37
ISMN_SNOTEL_BuckPasture,train,2020,25,59
ISMN_SNOTEL_BuckPasture,train,2021,33,56
ISMN_SNOTEL_BuckPasture,train,2022,37,29
ISMN_SNOTEL_BuckPasture,train,2023,27,29
ISMN_SNOTEL_BuckPasture,train,2024,28,26
ISMN_SNOTEL_BuckPasture,train,2025,21,30
ISMN_SNOTEL_BuckboardFlat,oos,2016,8,6
ISMN_SNOTEL_BuckboardFlat,oos,2017,17,80
ISMN_SNOTEL_BuckboardFlat,oos,2018,44,62
ISMN_SNOTEL_BuckboardFlat,oos,2019,38,67
ISMN_SNOTEL_BuckboardFlat,oos,2020,49,88
ISMN_SNOTEL_BuckboardFlat,oos,2021,39,86
ISMN_SNOTEL_BuckboardFlat,oos,2022,40,58
ISMN_SNOTEL_BuckboardFlat,oos,2023,37,56
ISMN_SNOTEL_BuckboardFlat,oos,2024,37,53
ISMN_SNOTEL_BuckboardFlat,oos,2025,49,81
ISMN_SNOTEL_Buckinghorse,train,2020,10,30
ISMN_SNOTEL_Buckinghorse,train,2021,24,117
ISMN_SNOTEL_Buckinghorse,train,2022,25,69
ISMN_SNOTEL_Buckinghorse,train,2023,30,89
ISMN_SNOTEL_Buckinghorse,train,2024,18,76
ISMN_SNOTEL_Buckinghorse,train,2025,35,100
ISMN_SNOTEL_BuckskinJoe,val,2016,6,5
ISMN_SNOTEL_BuckskinJoe,val,2017,15,52
ISMN_SNOTEL_BuckskinJoe,val,2018,40,49
ISMN_SNOTEL_BuckskinJoe,val,2019,36,51
ISMN_SNOTEL_BuckskinJoe,val,2020,45,56
ISMN_SNOTEL_BuckskinJoe,val,2021,25,46
ISMN_SNOTEL_BuckskinLower,train,2016,6,5
ISMN_SNOTEL_BuckskinLower,train,2017,19,79
ISMN_SNOTEL_BuckskinLower,train,2018,38,89
ISMN_SNOTEL_BuckskinLower,train,2019,37,90
ISMN_SNOTEL_BuckskinLower,train,2020,46,91
ISMN_SNOTEL_BuckskinLower,train,2021,44,100
ISMN_SNOTEL_BuckskinLower,train,2022,38,60
ISMN_SNOTEL_BuckskinLower,train,2023,44,58
ISMN_SNOTEL_BuckskinLower,train,2024,35,52
ISMN_SNOTEL_BuckskinLower,train,2025,23,27
ISMN_SNOTEL_BugLake,train,2016,13,4
ISMN_SNOTEL_BugLake,train,2017,26,98
ISMN_SNOTEL_BugLake,train,2018,58,61
ISMN_SNOTEL_BugLake,train,2019,69,67
ISMN_SNOTEL_BugLake,train,2020,75,89
ISMN_SNOTEL_BugLake,train,2021,71,85
ISMN_SNOTEL_BugLake,train,2022,84,59
ISMN_SNOTEL_BugLake,train,2023,64,57
ISMN_SNOTEL_BugLake,train,2024,75,53
ISMN_SNOTEL_BugLake,train,2025,70,79
ISMN_SNOTEL_BurntMountain,train,2020,7,26
ISMN_SNOTEL_BurntMountain,train,2021,34,117
ISMN_SNOTEL_BurntMountain,train,2022,45,95
ISMN_SNOTEL_BurntMountain,train,2023,43,113
ISMN_SNOTEL_BurntMountain,train,2024,36,99
ISMN_SNOTEL_BurntMountain,train,2025,49,142
ISMN_SNOTEL_BurroMountain,val,2020,55,77
ISMN_SNOTEL_BurroMountain,val,2021,61,119
ISMN_SNOTEL_BurroMountain,val,2022,65,76
ISMN_SNOTEL_BurroMountain,val,2023,65,115
ISMN_SNOTEL_BurroMountain,val,2024,67,113
ISMN_SNOTEL_BurroMountain,val,2025,72,134
ISMN_SNOTEL_BurtsMillerRanch,oos,2019,24,58
ISMN_SNOTEL_BurtsMillerRanch,oos,2020,29,89
ISMN_SNOTEL_BurtsMillerRanch,oos,2021,38,85
ISMN_SNOTEL_BurtsMillerRanch,oos,2022,43,59
ISMN_SNOTEL_BurtsMillerRanch,oos,2023,30,57
ISMN_SNOTEL_BurtsMillerRanch,oos,2024,37,53
ISMN_SNOTEL_BurtsMillerRanch,oos,2025,44,79
ISMN_SNOTEL_Butte,train,2017,7,34
ISMN_SNOTEL_Butte,train,2018,36,77
ISMN_SNOTEL_Butte,train,2019,33,80
ISMN_SNOTEL_Butte,train,2020,43,85
ISMN_SNOTEL_Butte,train,2021,37,89
ISMN_SNOTEL_Butte,train,2022,43,47
ISMN_SNOTEL_Butte,train,2023,38,87
ISMN_SNOTEL_Butte,train,2024,38,87
ISMN_SNOTEL_Butte,train,2025,40,105
ISMN_SNOTEL_CampJackson,train,2018,25,22
ISMN_SNOTEL_CampJackson,train,2019,39,67
ISMN_SNOTEL_CampJackson,train,2020,49,88
ISMN_SNOTEL_CampJackson,train,2021,38,86
ISMN_SNOTEL_CampJackson,train,2022,35,58
ISMN_SNOTEL_CampJackson,train,2023,36,56
ISMN_SNOTEL_CampJackson,train,2024,42,53
ISMN_SNOTEL_CampJackson,train,2025,49,81
ISMN_SNOTEL_CarsonPass,train,2016,20,7
ISMN_SNOTEL_CarsonPass,train,2017,36,82
ISMN_SNOTEL_CarsonPass,train,2018,87,94
ISMN_SNOTEL_CarsonPass,train,2019,85,139
ISMN_SNOTEL_CarsonPass,train,2020,104,180
ISMN_SNOTEL_CarsonPass,train,2021,99,176
ISMN_SNOTEL_CarsonPass,train,2022,103,87
ISMN_SNOTEL_CarsonPass,train,2023,72,66
ISMN_SNOTEL_Cascade#2,train,2016,17,4
ISMN_SNOTEL_Cascade#2,train,2017,29,79
ISMN_SNOTEL_Cascade#2,train,2018,71,89
ISMN_SNOTEL_Cascade#2,train,2019,71,90
ISMN_SNOTEL_Cascade#2,train,2020,73,88
ISMN_SNOTEL_Cascade#2,train,2021,33,40
ISMN_SNOTEL_CascadeMountain,train,2016,8,10
ISMN_SNOTEL_CascadeMountain,train,2017,15,103
ISMN_SNOTEL_CascadeMountain,train,2018,36,77
ISMN_SNOTEL_CascadeMountain,train,2019,36,94
ISMN_SNOTEL_CascadeMountain,train,2020,39,120
ISMN_SNOTEL_CascadeMountain,train,2021,4,15
ISMN_SNOTEL_CastleValley,train,2018,35,29
ISMN_SNOTEL_CastleValley,train,2019,85,68
ISMN_SNOTEL_CastleValley,train,2020,91,88
ISMN_SNOTEL_CastleValley,train,2021,70,88
ISMN_SNOTEL_CastleValley,train,2022,81,30
ISMN_SNOTEL_CastleValley,train,2023,78,28
ISMN_SNOTEL_CastleValley,train,2024,70,28
ISMN_SNOTEL_CastleValley,train,2025,83,69
ISMN_SNOTEL_CaveMountain,train,2016,25,6
ISMN_SNOTEL_CaveMountain,train,2017,42,10
ISMN_SNOTEL_CaveMountain,train,2018,78,3
ISMN_SNOTEL_CaveMountain,train,2019,65,10
ISMN_SNOTEL_CaveMountain,train,2020,98,27
ISMN_SNOTEL_CaveMountain,train,2021,73,40
ISMN_SNOTEL_CaveMountain,train,2022,68,21
ISMN_SNOTEL_CaveMountain,train,2023,66,27
ISMN_SNOTEL_CaveMountain,train,2024,62,25
ISMN_SNOTEL_CaveMountain,train,2025,75,51
ISMN_SNOTEL_Chalender,train,2016,12,3
ISMN_SNOTEL_Chalender,train,2017,19,75
ISMN_SNOTEL_Chalender,train,2018,48,65
ISMN_SNOTEL_Chalender,train,2019,47,77
ISMN_SNOTEL_Chalender,train,2020,54,91
ISMN_SNOTEL_Chalender,train,2021,42,88
ISMN_SNOTEL_Chalender,train,2022,45,59
ISMN_SNOTEL_Chalender,train,2023,25,28
ISMN_SNOTEL_ChalkCreek#1,oos,2016,7,5
ISMN_SNOTEL_ChalkCreek#1,oos,2017,12,59
ISMN_SNOTEL_ChalkCreek#1,oos,2018,29,44
ISMN_SNOTEL_ChalkCreek#1,oos,2019,39,47
ISMN_SNOTEL_ChalkCreek#1,oos,2020,30,59
ISMN_SNOTEL_ChalkCreek#1,oos,2021,36,55
ISMN_SNOTEL_ChalkCreek#1,oos,2022,41,55
ISMN_SNOTEL_ChalkCreek#1,oos,2023,31,57
ISMN_SNOTEL_ChalkCreek#1,oos,2024,36,53
ISMN_SNOTEL_ChalkCreek#1,oos,2025,41,79
ISMN_SNOTEL_ChalkCreek#2,train,2016,6,5
ISMN_SNOTEL_ChalkCreek#2,train,2017,12,80
ISMN_SNOTEL_ChalkCreek#2,train,2018,33,59
ISMN_SNOTEL_ChalkCreek#2,train,2019,41,66
ISMN_SNOTEL_ChalkCreek#2,train,2020,33,89
ISMN_SNOTEL_ChalkCreek#2,train,2021,36,85
ISMN_SNOTEL_ChalkCreek#2,train,2022,42,59
ISMN_SNOTEL_ChalkCreek#2,train,2023,8,21
ISMN_SNOTEL_Chepeta,train,2016,0,10
ISMN_SNOTEL_Chepeta,train,2017,0,76
ISMN_SNOTEL_Chepeta,train,2018,13,56
ISMN_SNOTEL_Chepeta,train,2019,72,66
ISMN_SNOTEL_Chepeta,train,2020,68,88
ISMN_SNOTEL_Chepeta,train,2021,68,83
ISMN_SNOTEL_Chepeta,train,2022,74,29
ISMN_SNOTEL_Chepeta,train,2023,62,30
ISMN_SNOTEL_Chepeta,train,2024,71,26
ISMN_SNOTEL_Chepeta,train,2025,81,73
ISMN_SNOTEL_Chisana,train,2018,16,43
ISMN_SNOTEL_Chisana,train,2019,42,105
ISMN_SNOTEL_Chisana,train,2020,44,113
ISMN_SNOTEL_Chisana,train,2021,51,111
ISMN_SNOTEL_Chisana,train,2022,38,78
ISMN_SNOTEL_Chisana,train,2023,40,69
ISMN_SNOTEL_Chisana,train,2024,42,67
ISMN_SNOTEL_Chisana,train,2025,41,112
ISMN_SNOTEL_ChocolateGulch,train,2016,18,6
ISMN_SNOTEL_ChocolateGulch,train,2017,27,60
ISMN_SNOTEL_ChocolateGulch,train,2018,31,50
ISMN_SNOTEL_ChocolateGulch,train,2019,31,79
ISMN_SNOTEL_ChocolateGulch,train,2020,24,79
ISMN_SNOTEL_CinnabarPark,train,2016,6,2
ISMN_SNOTEL_CinnabarPark,train,2017,15,53
ISMN_SNOTEL_CinnabarPark,train,2018,35,49
ISMN_SNOTEL_CinnabarPark,train,2019,32,51
ISMN_SNOTEL_CinnabarPark,train,2020,25,42
ISMN_SNOTEL_ClackamasLake,train,2020,3,8
ISMN_SNOTEL_ClackamasLake,train,2021,25,65
ISMN_SNOTEL_ClackamasLake,train,2022,28,51
ISMN_SNOTEL_ClackamasLake,train,2023,25,56
ISMN_SNOTEL_ClackamasLake,train,2024,28,54
ISMN_SNOTEL_ClackamasLake,train,2025,38,66
ISMN_SNOTEL_ClaytonSprings,oos,2016,9,5
ISMN_SNOTEL_ClaytonSprings,oos,2017,13,75
ISMN_SNOTEL_ClaytonSprings,oos,2018,39,64
ISMN_SNOTEL_ClaytonSprings,oos,2019,46,77
ISMN_SNOTEL_ClaytonSprings,oos,2020,45,91
ISMN_SNOTEL_ClaytonSprings,oos,2021,32,88
ISMN_SNOTEL_ClaytonSprings,oos,2022,33,47
ISMN_SNOTEL_ClearCreek#1,train,2016,0,10
ISMN_SNOTEL_ClearCreek#1,train,2017,0,103
ISMN_SNOTEL_ClearCreek#1,train,2018,0,77
ISMN_SNOTEL_ClearCreek#1,train,2019,0,95
ISMN_SNOTEL_ClearCreek#1,train,2020,0,120
ISMN_SNOTEL_ClearCreek#1,train,2021,34,114
ISMN_SNOTEL_ClearCreek#1,train,2022,36,59
ISMN_SNOTEL_ClearCreek#1,train,2023,38,57
ISMN_SNOTEL_ClearCreek#1,train,2024,36,54
ISMN_SNOTEL_ClearCreek#1,train,2025,44,79
ISMN_SNOTEL_ClearCreek#2,train,2016,0,10
ISMN_SNOTEL_ClearCreek#2,train,2017,0,103
ISMN_SNOTEL_ClearCreek#2,train,2018,0,77
ISMN_SNOTEL_ClearCreek#2,train,2019,0,95
ISMN_SNOTEL_ClearCreek#2,train,2020,0,120
ISMN_SNOTEL_ClearCreek#2,train,2021,32,114
ISMN_SNOTEL_ClearCreek#2,train,2022,40,59
ISMN_SNOTEL_ClearCreek#2,train,2023,35,57
ISMN_SNOTEL_ClearCreek#2,train,2024,36,54
ISMN_SNOTEL_ClearCreek#2,train,2025,45,101
ISMN_SNOTEL_Coldfoot,train,2016,0,18
ISMN_SNOTEL_Coldfoot,train,2017,0,69
ISMN_SNOTEL_Coldfoot,train,2018,0,93
ISMN_SNOTEL_Coldfoot,train,2019,0,93
ISMN_SNOTEL_Coldfoot,train,2020,0,106
ISMN_SNOTEL_Coldfoot,train,2021,0,109
ISMN_SNOTEL_Coldfoot,train,2022,0,57
ISMN_SNOTEL_Coldfoot,train,2023,0,81
ISMN_SNOTEL_Coldfoot,train,2024,6,78
ISMN_SNOTEL_Coldfoot,train,2025,44,124
ISMN_SNOTEL_CorralCanyon,train,2017,11,42
ISMN_SNOTEL_CorralCanyon,train,2018,36,60
ISMN_SNOTEL_CorralCanyon,train,2019,34,92
ISMN_SNOTEL_CorralCanyon,train,2020,43,118
ISMN_SNOTEL_CorralCanyon,train,2021,40,130
ISMN_SNOTEL_CorralCanyon,train,2022,41,52
ISMN_SNOTEL_CorralCanyon,train,2023,37,55
ISMN_SNOTEL_CorralCanyon,train,2024,43,53
ISMN_SNOTEL_CorralCanyon,train,2025,51,99
ISMN_SNOTEL_CouchSummit,train,2021,6,35
ISMN_SNOTEL_CouchSummit,train,2022,43,75
ISMN_SNOTEL_CouchSummit,train,2023,37,77
ISMN_SNOTEL_CouchSummit,train,2024,40,62
ISMN_SNOTEL_CouchSummit,train,2025,48,113
ISMN_SNOTEL_CrabCreek,train,2016,8,2
ISMN_SNOTEL_CrabCreek,train,2017,11,67
ISMN_SNOTEL_CrabCreek,train,2018,28,41
ISMN_SNOTEL_CrabCreek,train,2019,19,48
ISMN_SNOTEL_CrabCreek,train,2020,27,59
ISMN_SNOTEL_CrabCreek,train,2021,32,65
ISMN_SNOTEL_CrabCreek,train,2022,28,51
ISMN_SNOTEL_CrabCreek,train,2023,24,54
ISMN_SNOTEL_CrabCreek,train,2024,21,54
ISMN_SNOTEL_CrabCreek,train,2025,37,81
ISMN_SNOTEL_CraterMeadows,train,2016,15,8
ISMN_SNOTEL_CraterMeadows,train,2017,39,60
ISMN_SNOTEL_CraterMeadows,train,2018,10,10
ISMN_SNOTEL_CrowCreek,oos,2016,4,8
ISMN_SNOTEL_CrowCreek,oos,2017,15,73
ISMN_SNOTEL_CrowCreek,oos,2018,37,79
ISMN_SNOTEL_CrowCreek,oos,2019,31,77
ISMN_SNOTEL_CrowCreek,oos,2020,39,83
ISMN_SNOTEL_CrowCreek,oos,2021,35,88
ISMN_SNOTEL_CrowCreek,oos,2022,41,51
ISMN_SNOTEL_CrowCreek,oos,2023,36,86
ISMN_SNOTEL_CrowCreek,oos,2024,40,85
ISMN_SNOTEL_CrowCreek,oos,2025,49,102
ISMN_SNOTEL_CssLab,oos,2016,21,5
ISMN_SNOTEL_CssLab,oos,2017,35,53
ISMN_SNOTEL_CssLab,oos,2018,93,63
ISMN_SNOTEL_CssLab,oos,2019,85,98
ISMN_SNOTEL_CssLab,oos,2020,107,119
ISMN_SNOTEL_CssLab,oos,2021,91,117
ISMN_SNOTEL_CssLab,oos,2022,102,58
ISMN_SNOTEL_CssLab,oos,2023,89,58
ISMN_SNOTEL_CssLab,oos,2024,97,54
ISMN_SNOTEL_CssLab,oos,2025,111,105
ISMN_SNOTEL_Culebra#2,train,2018,63,48
ISMN_SNOTEL_Culebra#2,train,2019,65,50
ISMN_SNOTEL_Culebra#2,train,2020,73,55
ISMN_SNOTEL_Culebra#2,train,2021,58,58
ISMN_SNOTEL_Culebra#2,train,2022,61,39
ISMN_SNOTEL_Culebra#2,train,2023,58,60
ISMN_SNOTEL_Culebra#2,train,2024,66,53
ISMN_SNOTEL_Culebra#2,train,2025,58,67
ISMN_SNOTEL_CurrantCreek,train,2016,8,5
ISMN_SNOTEL_CurrantCreek,train,2017,14,80
ISMN_SNOTEL_CurrantCreek,train,2018,38,59
ISMN_SNOTEL_CurrantCreek,train,2019,43,66
ISMN_SNOTEL_CurrantCreek,train,2020,38,89
ISMN_SNOTEL_CurrantCreek,train,2021,34,85
ISMN_SNOTEL_CurrantCreek,train,2022,38,59
ISMN_SNOTEL_CurrantCreek,train,2023,34,57
ISMN_SNOTEL_CurrantCreek,train,2024,36,54
ISMN_SNOTEL_CurrantCreek,train,2025,41,64
ISMN_SNOTEL_Daniels-Strawberry,train,2016,11,10
ISMN_SNOTEL_Daniels-Strawberry,train,2017,14,103
ISMN_SNOTEL_Daniels-Strawberry,train,2018,34,77
ISMN_SNOTEL_Daniels-Strawberry,train,2019,42,94
ISMN_SNOTEL_Daniels-Strawberry,train,2020,37,120
ISMN_SNOTEL_Daniels-Strawberry,train,2021,35,114
ISMN_SNOTEL_Daniels-Strawberry,train,2022,40,59
ISMN_SNOTEL_Daniels-Strawberry,train,2023,38,57
ISMN_SNOTEL_Daniels-Strawberry,train,2024,36,54
ISMN_SNOTEL_Daniels-Strawberry,train,2025,48,101
ISMN_SNOTEL_DillsCamp,oos,2016,8,11
ISMN_SNOTEL_DillsCamp,oos,2017,15,103
ISMN_SNOTEL_DillsCamp,oos,2018,39,77
ISMN_SNOTEL_DillsCamp,oos,2019,43,95
ISMN_SNOTEL_DillsCamp,oos,2020,39,120
ISMN_SNOTEL_DillsCamp,oos,2021,40,114
ISMN_SNOTEL_DillsCamp,oos,2022,40,59
ISMN_SNOTEL_DillsCamp,oos,2023,43,57
ISMN_SNOTEL_DillsCamp,oos,2024,39,54
ISMN_SNOTEL_DillsCamp,oos,2025,45,100
ISMN_SNOTEL_DisasterPeak,train,2016,7,10
ISMN_SNOTEL_DisasterPeak,train,2017,17,77
ISMN_SNOTEL_DisasterPeak,train,2018,42,77
ISMN_SNOTEL_DisasterPeak,train,2019,35,108
ISMN_SNOTEL_DisasterPeak,train,2020,45,117
ISMN_SNOTEL_DisasterPeak,train,2021,43,115
ISMN_SNOTEL_DisasterPeak,train,2022,42,59
ISMN_SNOTEL_DisasterPeak,train,2023,42,58
ISMN_SNOTEL_DisasterPeak,train,2024,38,46
ISMN_SNOTEL_DisasterPeak,train,2025,57,100
ISMN_SNOTEL_DonkeyReservoir,val,2016,7,11
ISMN_SNOTEL_DonkeyReservoir,val,2017,14,103
ISMN_SNOTEL_DonkeyReservoir,val,2018,39,78
ISMN_SNOTEL_DonkeyReservoir,val,2019,41,95
ISMN_SNOTEL_DonkeyReservoir,val,2020,40,120
ISMN_SNOTEL_DonkeyReservoir,val,2021,27,114
ISMN_SNOTEL_DonkeyReservoir,val,2022,43,59
ISMN_SNOTEL_DonkeyReservoir,val,2023,39,57
ISMN_SNOTEL_DonkeyReservoir,val,2024,36,54
ISMN_SNOTEL_DonkeyReservoir,val,2025,45,99
ISMN_SNOTEL_DorseyBasin,train,2016,7,5
ISMN_SNOTEL_DorseyBasin,train,2017,13,36
ISMN_SNOTEL_DorseyBasin,train,2018,32,32
ISMN_SNOTEL_DorseyBasin,train,2019,29,62
ISMN_SNOTEL_DorseyBasin,train,2020,39,87
ISMN_SNOTEL_DorseyBasin,train,2021,33,99
ISMN_SNOTEL_DorseyBasin,train,2022,37,52
ISMN_SNOTEL_DorseyBasin,train,2023,30,56
ISMN_SNOTEL_DorseyBasin,train,2024,35,53
ISMN_SNOTEL_DorseyBasin,train,2025,51,78
ISMN_SNOTEL_DrawCreek,train,2016,7,5
ISMN_SNOTEL_DrawCreek,train,2017,14,37
ISMN_SNOTEL_DrawCreek,train,2018,32,32
ISMN_SNOTEL_DrawCreek,train,2019,27,62
ISMN_SNOTEL_DrawCreek,train,2020,45,87
ISMN_SNOTEL_DrawCreek,train,2021,37,99
ISMN_SNOTEL_DrawCreek,train,2022,42,52
ISMN_SNOTEL_DrawCreek,train,2023,33,56
ISMN_SNOTEL_DrawCreek,train,2024,40,55
ISMN_SNOTEL_DrawCreek,train,2025,47,78
ISMN_SNOTEL_DryBreadPond,train,2016,14,10
ISMN_SNOTEL_DryBreadPond,train,2017,21,81
ISMN_SNOTEL_DryBreadPond,train,2018,50,60
ISMN_SNOTEL_DryBreadPond,train,2019,62,75
ISMN_SNOTEL_DryBreadPond,train,2020,61,90
ISMN_SNOTEL_DryBreadPond,train,2021,60,84
ISMN_SNOTEL_DryBreadPond,train,2022,61,30
ISMN_SNOTEL_DryBreadPond,train,2023,60,28
ISMN_SNOTEL_DryBreadPond,train,2024,57,27
ISMN_SNOTEL_DryBreadPond,train,2025,71,72
ISMN_SNOTEL_DryCreek,train,2016,8,5
ISMN_SNOTEL_DryCreek,train,2017,14,36
ISMN_SNOTEL_DryCreek,train,2018,37,32
ISMN_SNOTEL_DryCreek,train,2019,34,62
ISMN_SNOTEL_DryCreek,train,2020,43,87
ISMN_SNOTEL_DryCreek,train,2021,39,99
ISMN_SNOTEL_DryCreek,train,2022,27,35
ISMN_SNOTEL_DryFork,train,2016,16,7
ISMN_SNOTEL_DryFork,train,2017,28,76
ISMN_SNOTEL_DryFork,train,2018,71,51
ISMN_SNOTEL_DryFork,train,2019,75,57
ISMN_SNOTEL_DryFork,train,2020,76,61
ISMN_SNOTEL_DryFork,train,2021,80,58
ISMN_SNOTEL_DryFork,train,2022,82,30
ISMN_SNOTEL_DryFork,train,2023,69,28
ISMN_SNOTEL_DryFork,train,2024,67,27
ISMN_SNOTEL_DryFork,train,2025,63,38
ISMN_SNOTEL_DryLake,train,2017,11,32
ISMN_SNOTEL_DryLake,train,2018,73,80
ISMN_SNOTEL_DryLake,train,2019,74,81
ISMN_SNOTEL_DryLake,train,2020,83,85
ISMN_SNOTEL_DryLake,train,2021,69,91
ISMN_SNOTEL_DryLake,train,2022,79,68
ISMN_SNOTEL_DryLake,train,2023,73,85
ISMN_SNOTEL_DryLake,train,2024,83,84
ISMN_SNOTEL_DryLake,train,2025,78,92
ISMN_SNOTEL_EFBlacksForkGS,train,2016,3,5
ISMN_SNOTEL_EFBlacksForkGS,train,2017,11,53
ISMN_SNOTEL_EFBlacksForkGS,train,2018,32,30
ISMN_SNOTEL_EFBlacksForkGS,train,2019,33,37
ISMN_SNOTEL_EFBlacksForkGS,train,2020,25,59
ISMN_SNOTEL_EFBlacksForkGS,train,2021,32,56
ISMN_SNOTEL_EFBlacksForkGS,train,2022,34,29
ISMN_SNOTEL_EFBlacksForkGS,train,2023,25,29
ISMN_SNOTEL_EFBlacksForkGS,train,2024,33,26
ISMN_SNOTEL_EFBlacksForkGS,train,2025,34,51
ISMN_SNOTEL_EagleSummit,train,2020,11,31
ISMN_SNOTEL_EagleSummit,train,2021,36,77
ISMN_SNOTEL_EagleSummit,train,2022,40,25
ISMN_SNOTEL_EagleSummit,train,2023,42,55
ISMN_SNOTEL_EagleSummit,train,2024,45,47
ISMN_SNOTEL_EagleSummit,train,2025,29,21
ISMN_SNOTEL_EastRimDivide,train,2016,8,5
ISMN_SNOTEL_EastRimDivide,train,2017,13,104
ISMN_SNOTEL_EastRimDivide,train,2018,32,83
ISMN_SNOTEL_EastRimDivide,train,2019,39,96
ISMN_SNOTEL_EastRimDivide,train,2020,44,118
ISMN_SNOTEL_EastRimDivide,train,2021,39,113
ISMN_SNOTEL_EastRimDivide,train,2022,44,59
ISMN_SNOTEL_EastRimDivide,train,2023,27,57
ISMN_SNOTEL_EastRimDivide,train,2024,35,55
ISMN_SNOTEL_EastRimDivide,train,2025,48,102
ISMN_SNOTEL_EastWillowCreek,train,2016,15,10
ISMN_SNOTEL_EastWillowCreek,train,2017,25,104
ISMN_SNOTEL_EastWillowCreek,train,2018,81,89
ISMN_SNOTEL_EastWillowCreek,train,2019,69,96
ISMN_SNOTEL_EastWillowCreek,train,2020,78,117
ISMN_SNOTEL_EastWillowCreek,train,2021,70,114
ISMN_SNOTEL_EastWillowCreek,train,2022,74,66
ISMN_SNOTEL_EastWillowCreek,train,2023,69,87
ISMN_SNOTEL_EastWillowCreek,train,2024,61,83
ISMN_SNOTEL_EastWillowCreek,train,2025,93,123
ISMN_SNOTEL_EbbettsPass,train,2016,10,19
ISMN_SNOTEL_EbbettsPass,train,2017,20,114
ISMN_SNOTEL_EbbettsPass,train,2018,45,114
ISMN_SNOTEL_EbbettsPass,train,2019,42,189
ISMN_SNOTEL_EbbettsPass,train,2020,56,235
ISMN_SNOTEL_EbbettsPass,train,2021,49,231
ISMN_SNOTEL_EbbettsPass,train,2022,33,73
ISMN_SNOTEL_EchoPeak,oos,2018,45,47
ISMN_SNOTEL_EchoPeak,oos,2019,88,139
ISMN_SNOTEL_EchoPeak,oos,2020,111,180
ISMN_SNOTEL_EchoPeak,oos,2021,89,176
ISMN_SNOTEL_EchoPeak,oos,2022,104,87
ISMN_SNOTEL_EchoPeak,oos,2023,93,87
ISMN_SNOTEL_EchoPeak,oos,2024,101,77
ISMN_SNOTEL_EchoPeak,oos,2025,112,158
ISMN_SNOTEL_ElkCabin,oos,2016,16,2
ISMN_SNOTEL_ElkCabin,oos,2017,33,78
ISMN_SNOTEL_ElkCabin,oos,2018,79,78
ISMN_SNOTEL_ElkCabin,oos,2019,78,68
ISMN_SNOTEL_ElkCabin,oos,2020,82,52
ISMN_SNOTEL_ExitGlacier,train,2016,7,5
ISMN_SNOTEL_ExitGlacier,train,2017,25,41
ISMN_SNOTEL_ExitGlacier,train,2018,56,62
ISMN_SNOTEL_ExitGlacier,train,2019,49,70
ISMN_SNOTEL_ExitGlacier,train,2020,59,77
ISMN_SNOTEL_ExitGlacier,train,2021,59,75
ISMN_SNOTEL_ExitGlacier,train,2022,52,47
ISMN_SNOTEL_ExitGlacier,train,2023,46,51
ISMN_SNOTEL_ExitGlacier,train,2024,51,48
ISMN_SNOTEL_ExitGlacier,train,2025,45,79
ISMN_SNOTEL_FallenLeaf,oos,2021,44,97
ISMN_SNOTEL_FallenLeaf,oos,2022,104,87
ISMN_SNOTEL_FallenLeaf,oos,2023,97,87
ISMN_SNOTEL_FallenLeaf,oos,2024,98,77
ISMN_SNOTEL_FallenLeaf,oos,2025,112,158
ISMN_SNOTEL_Farmington,oos,2016,17,10
ISMN_SNOTEL_Farmington,oos,2017,24,79
ISMN_SNOTEL_Farmington,oos,2018,72,60
ISMN_SNOTEL_Farmington,oos,2019,74,75
ISMN_SNOTEL_Farmington,oos,2020,73,90
ISMN_SNOTEL_Farmington,oos,2021,72,84
ISMN_SNOTEL_Farmington,oos,2022,88,30
ISMN_SNOTEL_Farmington,oos,2023,67,28
ISMN_SNOTEL_Farmington,oos,2024,69,27
ISMN_SNOTEL_Farmington,oos,2025,77,72
ISMN_SNOTEL_FarmingtonLower,oos,2016,17,10
ISMN_SNOTEL_FarmingtonLower,oos,2017,29,79
ISMN_SNOTEL_FarmingtonLower,oos,2018,73,60
ISMN_SNOTEL_FarmingtonLower,oos,2019,83,75
ISMN_SNOTEL_FarmingtonLower,oos,2020,77,90
